3.815333247184753418e-01,-1.596725285053253174e-01,6.038987636566162109e-01,1.028250157833099365e-01,2.388050556182861328e-01,2.384664863348007202e-01
-4.022448882460594177e-02,1.868485212326049805e-01,-6.186851859092712402e-01,9.636460244655609131e-02,2.020471543073654175e-01,7.595354318618774414e-02
7.913607172667980194e-03,5.770693067461252213e-03,-2.358170039951801300e-02,6.149460375308990479e-02,7.390650361776351929e-02,1.439502835273742676e-01
-6.723926216363906860e-02,-3.377256691455841064e-01,5.566626787185668945e-01,2.039712965488433838e-01,2.173919230699539185e-03,1.462201476097106934e-01
2.897841930389404297e-01,-4.006873965263366699e-01,-6.222446635365486145e-02,2.246028780937194824e-01,2.363641560077667236e-01,1.471269577741622925e-01
4.804402291774749756e-01,-4.967874288558959961e-01,3.099112510681152344e-01,1.727203130722045898e-01,2.047002166509628296e-01,8.520530909299850464e-02
2.492327690124511719e-01,-2.444809228181838989e-01,4.599747061729431152e-01,3.109799325466156006e-01,1.540225744247436523e-01,7.187256962060928345e-02
3.419138491153717041e-02,-6.256563216447830200e-02,-2.602007612586021423e-02,3.842641785740852356e-02,6.056641414761543274e-02,1.820868998765945435e-02
-5.277185514569282532e-02,1.766174286603927612e-01,-2.145399451255798340e-01,1.796211004257202148e-01,4.914842918515205383e-02,1.819789260625839233e-01
1.407108306884765625e-01,9.541846066713333130e-02,1.498268395662307739e-01,2.531618997454643250e-02,3.049777448177337646e-01,1.656694561243057251e-01
3.073361329734325409e-02,-2.643029391765594482e-01,-5.492478013038635254e-01,1.769273132085800171e-01,7.412721216678619385e-02,1.246320456266403198e-02
5.620009079575538635e-02,1.125669181346893311e-01,-3.935779631137847900e-02,5.267739295959472656e-02,5.646091699600219727e-02,1.544929444789886475e-01
-3.492571711540222168e-01,-4.705646634101867676e-01,-3.358455598354339600e-01,2.757960259914398193e-01,7.245597243309020996e-02,2.426271438598632812e-01
-5.606526732444763184e-01,-3.264058530330657959e-01,-4.232838153839111328e-01,1.695305109024047852e-01,-9.100157767534255981e-03,2.325972616672515869e-01
-1.417068392038345337e-01,2.013738006353378296e-01,2.699753642082214355e-01,1.542890071868896484e-01,8.421046286821365356e-02,2.736311554908752441e-01
1.613267324864864349e-02,1.169868372380733490e-02,4.519794136285781860e-02,2.072421014308929443e-01,1.394964009523391724e-01,2.148032188415527344e-02
-3.510897606611251831e-02,-9.609580039978027344e-03,-6.958248466253280640e-02,2.903255075216293335e-02,2.824615836143493652e-01,8.801718801259994507e-02
-4.275474697351455688e-02,5.754342675209045410e-02,-1.969212591648101807e-01,-8.759176358580589294e-03,8.680605888366699219e-02,2.289236336946487427e-01
-1.818357594311237335e-02,1.888974569737911224e-02,2.500468194484710693e-01,1.671797335147857666e-01,1.774865090847015381e-01,1.492035575211048126e-02
-1.969474181532859802e-02,6.004304289817810059e-01,1.142814308404922485e-01,3.747351467609405518e-02,2.440667748451232910e-01,2.820778787136077881e-01
-2.998045682907104492e-01,-2.244545146822929382e-02,2.271403521299362183e-01,3.032912313938140869e-01,1.280417889356613159e-01,2.534936368465423584e-01
2.909535169601440430e-01,-3.522507250308990479e-01,-6.266173720359802246e-01,1.015840023756027222e-01,3.314411044120788574e-01,2.215786278247833252e-01
6.590083241462707520e-01,-5.771853029727935791e-02,2.538045048713684082e-01,1.764503121376037598e-01,1.127590686082839966e-01,1.017450168728828430e-01
8.038372546434402466e-02,-7.246880233287811279e-02,-1.078056171536445618e-01,2.131423801183700562e-01,1.982008665800094604e-01,1.844462007284164429e-01
-1.804884225130081177e-01,4.074651300907135010e-01,3.333625197410583496e-02,-4.849812015891075134e-02,1.260239481925964355e-01,2.885004281997680664e-01
-1.200782954692840576e-01,7.223149538040161133e-01,1.295509636402130127e-01,4.469546675682067871e-02,2.764111459255218506e-01,1.777780055999755859e-01
-2.182324379682540894e-01,3.846766650676727295e-01,-3.362331986427307129e-01,7.260780036449432373e-02,4.162617027759552002e-03,3.104099631309509277e-01
1.101205348968505859e-01,1.208068728446960449e-01,-1.328564882278442383e-01,2.688866555690765381e-01,2.381986677646636963e-01,6.347266584634780884e-02
-1.849157549440860748e-02,8.151612430810928345e-02,-9.029249846935272217e-02,4.239752143621444702e-02,5.968396086245775223e-03,1.856012344360351562e-01
-4.287268817424774170e-01,-1.583062261343002319e-01,8.252599276602268219e-03,1.662521250545978546e-02,1.532539129257202148e-01,3.360454738140106201e-02
2.058655321598052979e-01,-1.090401485562324524e-01,-4.612692296504974365e-01,1.530678570270538330e-01,2.534807920455932617e-01,1.864746212959289551e-01
-5.783120989799499512e-01,-7.702865451574325562e-02,2.608227729797363281e-01,9.677530825138092041e-02,-3.898619487881660461e-02,2.475880086421966553e-01
-1.037547644227743149e-02,9.767653793096542358e-02,-2.729056775569915771e-02,2.577012479305267334e-01,3.098693862557411194e-02,2.186328768730163574e-01
-2.831684648990631104e-01,-3.533712625503540039e-01,-4.059205651283264160e-01,2.539891898632049561e-01,3.189082145690917969e-01,2.312219887971878052e-01
2.842963300645351410e-02,-4.988140426576137543e-03,-1.901416108012199402e-02,1.141113638877868652e-01,1.863977909088134766e-01,1.472318172454833984e-01
9.446125477552413940e-02,-2.147972434759140015e-01,-3.086770176887512207e-01,1.458328962326049805e-01,1.206748932600021362e-01,2.625972628593444824e-01
3.103575110435485840e-01,3.947576507925987244e-02,-1.833156198263168335e-01,1.894030421972274780e-01,1.955780684947967529e-01,2.055900245904922485e-01
9.491585195064544678e-03,-3.960956633090972900e-02,2.291117310523986816e-01,2.678103148937225342e-01,1.051279380917549133e-01,1.222230345010757446e-01
1.091403737664222717e-01,-8.457915484905242920e-02,-1.395221352577209473e-01,9.509855508804321289e-02,1.387348771095275879e-01,6.033833697438240051e-02
2.491878867149353027e-01,-6.792246550321578979e-02,1.564987748861312866e-01,1.296100467443466187e-01,2.913417518138885498e-01,1.712942123413085938e-01
9.799634665250778198e-02,2.260842174291610718e-01,1.663352549076080322e-01,4.316408187150955200e-03,9.623438864946365356e-02,2.521233260631561279e-01
3.907226324081420898e-01,-1.326821893453598022e-01,4.041407108306884766e-01,1.427575200796127319e-01,2.773247063159942627e-01,-1.243744790554046631e-02
-4.077152311801910400e-01,1.524633169174194336e-01,5.442853569984436035e-01,2.621200382709503174e-01,2.459924481809139252e-02,1.273706108331680298e-01
5.161828547716140747e-02,1.685146428644657135e-02,-2.879698993638157845e-03,2.001447528600692749e-01,1.788379102945327759e-01,2.637692689895629883e-01
-1.465585380792617798e-01,-2.140659689903259277e-01,8.197458088397979736e-02,2.806968688964843750e-01,1.946665495634078979e-01,2.038570344448089600e-01
5.439398065209388733e-02,-4.426845989655703306e-04,-1.556001137942075729e-02,1.871100366115570068e-01,8.789750933647155762e-02,5.513659678399562836e-03
-2.692946493625640869e-01,-1.424657404422760010e-01,-1.967168897390365601e-01,2.564177215099334717e-01,2.297880053520202637e-01,3.126037716865539551e-01
8.068604767322540283e-02,4.271995425224304199e-01,-4.822745323181152344e-01,8.343204855918884277e-02,3.086089789867401123e-01,2.120367139577865601e-01
5.008571147918701172e-01,-2.171975970268249512e-01,5.355822443962097168e-01,2.114012241363525391e-01,9.065826237201690674e-02,-3.750756382942199707e-03
-4.276466965675354004e-01,1.894587129354476929e-01,1.622283607721328735e-01,4.199454188346862793e-02,2.348036319017410278e-01,2.563346624374389648e-01
-4.073652923107147217e-01,-2.163499444723129272e-01,2.008320242166519165e-01,2.909365594387054443e-01,1.616765856742858887e-01,1.211644411087036133e-01
-8.348183333873748779e-02,-1.631538569927215576e-01,-2.270367294549942017e-01,2.853523474186658859e-03,1.127902194857597351e-01,1.305639296770095825e-01
2.019699662923812866e-02,4.406228661537170410e-03,1.197452004998922348e-02,1.615053713321685791e-01,1.705468632280826569e-02,2.659978270530700684e-01
-2.322978526353836060e-01,-6.450593471527099609e-02,-5.987222120165824890e-02,1.900466382503509521e-01,1.460254937410354614e-01,5.885451659560203552e-02
-1.561159193515777588e-01,-1.408291757106781006e-01,6.458223462104797363e-01,5.690228193998336792e-02,3.342157602310180664e-02,2.395147234201431274e-01
-2.413781732320785522e-01,2.843137979507446289e-01,4.137119948863983154e-01,3.584371879696846008e-02,1.114143282175064087e-01,5.287792161107063293e-02
-1.093995198607444763e-01,1.721830479800701141e-02,7.256464101374149323e-03,4.454508796334266663e-02,9.558357298374176025e-02,8.110085129737854004e-02
-6.012358665466308594e-01,-3.131746649742126465e-01,-5.287807434797286987e-02,1.612029820680618286e-01,1.373844146728515625e-01,7.450731098651885986e-02
9.963814914226531982e-02,3.466774523258209229e-01,1.863762736320495605e-01,1.874967217445373535e-01,1.921443641185760498e-01,2.489281892776489258e-01
-4.101346135139465332e-01,1.356566846370697021e-01,-5.061655044555664062e-01,2.710541188716888428e-01,1.308089643716812134e-01,9.103159606456756592e-02
-5.140683650970458984e-01,-5.160720646381378174e-02,-4.687459766864776611e-02,3.211173927411437035e-03,5.183589830994606018e-02,1.468861103057861328e-02
-2.027450245805084705e-04,7.027578249108046293e-05,-3.703546099131926894e-05,1.546163260936737061e-01,1.386517137289047241e-01,2.003840357065200806e-01
-1.498415768146514893e-01,1.259246468544006348e-01,-7.502893209457397461e-01,4.775674268603324890e-02,3.574422374367713928e-02,1.371750682592391968e-01
-2.224916070699691772e-01,7.243070751428604126e-02,6.865940690040588379e-01,2.240656614303588867e-01,2.966146171092987061e-02,2.318190932273864746e-01
8.028143644332885742e-02,2.512547671794891357e-01,-8.763013035058975220e-02,8.155505359172821045e-02,1.387548446655273438e-01,2.755769193172454834e-01
3.995504230260848999e-02,-3.423868715763092041e-01,6.752792000770568848e-01,1.229750216007232666e-01,1.071538627147674561e-01,2.583518922328948975e-01
-5.266990065574645996e-01,-8.184883743524551392e-02,4.703640341758728027e-01,1.398754119873046875e-01,1.539046317338943481e-02,1.451129317283630371e-01
-3.675414621829986572e-01,1.161798760294914246e-01,5.902542173862457275e-02,2.872296050190925598e-02,2.167778089642524719e-03,1.637641340494155884e-01
-3.289926424622535706e-02,-6.521525979042053223e-01,3.307678699493408203e-01,1.592316329479217529e-01,5.396385211497545242e-03,1.699945032596588135e-01
-1.208119392395019531e-01,-3.727835044264793396e-02,-2.552097290754318237e-02,2.811623513698577881e-01,2.717942893505096436e-01,2.519226968288421631e-01
-1.255251914262771606e-01,2.496838271617889404e-01,-2.048259600996971130e-02,1.578288376331329346e-01,2.651569545269012451e-01,1.951042115688323975e-01
-1.042296439409255981e-01,-3.275355696678161621e-01,9.219811856746673584e-02,1.670185029506683350e-01,3.896271064877510071e-02,2.526960074901580811e-01
6.309160031378269196e-03,1.708257012069225311e-02,-4.195963591337203979e-02,2.492749691009521484e-01,2.223549187183380127e-01,6.752975285053253174e-03
